EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
NJ0001360882,ICELAND COIN LAUNDRY AREA GW PLUME,VINELAND,CUMBERLAND,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,204037.0,1888 SOUTH DELSEA DRIVE,8360.0,N,N,,39.45725,-75.04725,10/22/99
NJ0001900281,FEDERAL CREOSOTE,MANVILLE,SOMERSET,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,204097.0,VALERIE DRIVE & LOUISE DRIVE,8835.0,N,N,,40.544444,-74.584167,06/18/14
NJ0170022172,NAVAL WEAPONS STATION EARLE (SITE A),COLTS NECK,MONMOUTH,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,201160.0,TYLER LANE & TEXAS RD,7722.0,Y,N,,40.264581,-74.162919,08/30/90
NJ0570024018,MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN,BURLINGTON,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,201162.0,WRIGHTSTOWN-COOKSTOWN ROAD,8641.0,Y,N,,40.018056,-74.593611,10/22/99
NJ0890090012,MIDDLESEX SAMPLING PLANT (USDOE),MIDDLESEX,MIDDLESEX,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,202755.0,239 MOUNTAIN AVENUE,8846.0,Y,N,,40.569806,-74.493194,01/19/99
NJ1891837980,"W.R. GRACE & CO., INC./WAYNE INTERIM STORAGE SITE (USDOE)",WAYNE TOWNSHIP,PASSAIC,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202931.0,868 BLACK OAK RIDGE ROAD,7470.0,Y,N,,40.969014,-74.270327,09/30/12
NJ2210020275,FORT DIX (LANDFILL SITE),PEMBERTON TOWNSHIP,BURLINGTON,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,201164.0,JULIUSTOWN-BROWNS MILLS RD,8562.0,Y,N,,39.9801,-74.6244,09/24/12
NJ3210020704,PICATINNY ARSENAL (USARMY),ROCKAWAY TOWNSHIP,MORRIS,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,201168.0,OFF RTE 15 DOVER NJ,7801.0,Y,N,,40.916669,-74.583339,02/21/90
NJ7170023744,NAVAL AIR ENGINEERING CENTER,LAKEHURST,OCEAN,NJ,Final NPL,No ,Yes,No ,Yes,Insufficient Data,2.0,201174.0,MAIN GATE ROUTE#547,8733.0,Y,N,,40.029719,-74.369161,07/22/87
NJ9690510020,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),ATLANTIC COUNTY,ATLANTIC,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,201178.0,ROUTES 563 & 575,8405.0,Y,N,,39.458331,-74.583339,08/30/90
NJD000565531,COSDEN CHEMICAL COATINGS CORP.,BEVERLY,BURLINGTON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200022.0,CHERRY STREET,8010.0,N,N,,40.058183,-74.925899,07/22/87
NJD000606442,QUANTA RESOURCES,EDGEWATER,BERGEN,NJ,Final NPL,No ,No ,No ,No,No,2.0,200034.0,ONE RIVER RD,7020.0,N,N,,40.804306,-73.989167,09/05/02
NJD000607481,CHEMICAL CONTROL,ELIZABETH,UNION,NJ,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200037.0,23 SOUTH FRONT ST,7202.0,N,N,,40.6432,-74.1935,09/08/83
NJD001502517,CIBA-GEIGY CORP.,TOMS RIVER,OCEAN,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200078.0,RTE #37,8753.0,N,N,,39.9867,-74.2363,09/08/83
NJD002005106,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),EAST RUTHERFORD,BERGEN,NJ,Final NPL,No ,No ,No ,No,Yes,2.0,200101.0,E/S ROUTE 17,7073.0,N,N,,40.83,-74.088889,09/08/83
NJD002141190,CPS/MADISON INDUSTRIES,OLD BRIDGE TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200109.0,WATERWORKS ROAD,8857.0,N,N,,40.434439,-74.327769,09/08/83
NJD002144517,PIERSON'S CREEK,NEWARK,ESSEX,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200114.0,ONE AVENUE L,7105.0,N,N,,40.7163,-74.1452,09/22/14
NJD002148799,ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,WEST ORANGE/ORANGE,ESSEX,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,203649.0,GIST PLACE (NEAR NORTH DAY STREET),7051.0,N,N,,40.779936,-74.225267,09/18/12
NJD002164796,UNIMATIC MANUFACTURING CORPORATION,FAIRFIELD,ESSEX,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,206578.0,25 SHERWOOD LANE,7004.0,N,N,,40.878792,-74.269155,05/12/14
NJD002168748,DAYCO CORP./L.E CARPENTER CO.,WHARTON BOROUGH,MORRIS,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200136.0,170 N MAIN STREET,7885.0,N,N,,40.903331,-74.5775,07/22/87
NJD002173276,AMERICAN CYANAMID CO,BRIDGEWATER,SOMERSET,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200144.0,EASTON TURNPIKE,8805.0,N,N,,40.555561,-74.55945,09/08/83
NJD002175057,STANDARD CHLORINE,KEARNY,HUDSON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200146.0,1015-35 BELLEVILLE TURNPIKE,7032.0,N,N,,40.75,-74.097222,09/19/07
NJD002349058,"HERCULES, INC. (GIBBSTOWN PLANT)",GIBBSTOWN,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200188.0,50 NORTH MARKET ST,8027.0,N,N,,39.838889,-75.277781,09/08/83
NJD002360188,PIONEER METAL FINISHING INC,FRANKLINVILLE,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200200.0,2034 COLES MILL RD,8322.0,N,N,,39.616969,-75.061474,09/09/21
NJD002362705,NASCOLITE CORP.,MILLVILLE,CUMBERLAND,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200202.0,DORIS AVE,8332.0,N,N,,39.422219,-75.032781,09/21/84
NJD002365930,SHIELDALLOY CORP.,NEWFIELD BOROUGH,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200203.0,WEST BLVD,8344.0,N,N,,39.543061,-75.022219,09/21/84
NJD002385664,"VINELAND CHEMICAL CO., INC.",VINELAND,CUMBERLAND,NJ,Final NPL,No ,No ,No ,No,Yes,2.0,200209.0,1405 N. MILL RD.,8360.0,N,N,,39.510281,-75.056661,09/21/84
NJD002493054,"KAUFFMAN & MINTEER, INC.",SPRINGFIELD TWP(JOBSTOWN),BURLINGTON,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200232.0,MONMOUTH ROAD (ROUTE 537),8041.0,N,N,,40.0363,-74.694,03/31/89
NJD002517472,METALTEC/AEROSYSTEMS,FRANKLIN BOROUGH,SUSSEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200234.0,WILDCAT & MAPLE ROADS,7416.0,N,N,,41.109719,-74.599719,09/08/83
NJD011717584,"CURCIO SCRAP METAL, INC.",SADDLE BROOK TWP,BERGEN,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200273.0,416 LANZA AVE,7662.0,N,N,,40.8907,-74.1035,07/22/87
NJD011770013,MATTEO & SONS INC.,THOROFARE,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,204061.0,1708 US RT. 130,8086.0,N,N,,39.85559,-75.1727,09/27/06
NJD014623854,"MARTIN AARON, INC.",CAMDEN,CAMDEN,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200278.0,1542 SOUTH BROADWAY,8104.0,N,N,,39.926111,-75.119167,07/22/99
NJD014743678,LIGHTMAN DRUM COMPANY,WINSLOW TOWNSHIP,CAMDEN,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200280.0,ROUTE 73,8009.0,N,N,,39.729722,-74.905917,10/22/99
NJD030253355,A. O. POLYMER,SPARTA TOWNSHIP,SUSSEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200290.0,44 STATION ROAD,7871.0,N,N,,41.04805,-74.63,09/08/83
NJD041743220,SWOPE OIL & CHEMICAL CO.,PENNSAUKEN TOWNSHIP,CAMDEN,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200299.0,8281 NATIONAL HWY,8110.0,N,N,,39.9886,-75.0347,09/08/83
NJD041828906,FRIED INDUSTRIES,EAST BRUNSWICK TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200303.0,11 FRESH POND ROAD,8816.0,N,N,,40.4424,-74.4412,06/10/86
NJD043584101,"MATLACK, INC.",WOOLWICH TOWNSHIP,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200307.0,ROUTE 322 EAST,8085.0,N,N,,39.763106,-75.322169,05/24/13
NJD045653854,WITCO CHEMICAL CORP. (OAKLAND PLANT),OAKLAND,BERGEN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200316.0,100 BAUER DR,7436.0,N,N,,41.00375,-74.24375,09/29/95
NJD046644407,DENZER & SCHAFER X-RAY CO.,BAYVILLE,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200321.0,HICKORY LANE,8721.0,N,N,,39.909169,-74.170831,12/29/98
NJD047321443,"CHEMICAL LEAMAN TANK LINES, INC.",BRIDGEPORT,GLOUCESTER,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200327.0,CEDAR SWAMP & COOPER RDS,8014.0,N,N,,39.798331,-75.332781,09/21/84
NJD047684451,"RADIATION TECHNOLOGY, INC.",ROCKAWAY TOWNSHIP,MORRIS,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200332.0,108 LAKE DENMARK ROAD,7866.0,N,N,,40.970831,-74.50555,09/21/84
NJD048044325,LANDFILL & DEVELOPMENT CO.,MOUNT HOLLY,BURLINGTON,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200333.0,2023 RTE 38,8060.0,N,N,,39.980561,-74.770839,09/21/84
NJD048798953,CALDWELL TRUCKING CO.,FAIRFIELD,ESSEX,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200340.0,222 PASSAIC AVENUE,7004.0,N,N,,40.876389,-74.271389,09/08/83
NJD049860836,KIN-BUC LANDFILL,EDISON TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200346.0,MEADOW ROAD,8817.0,N,N,,40.4891,-74.3785,09/08/83
NJD053102232,HIGGINS DISPOSAL,KINGSTON,SOMERSET,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200359.0,121 LAUREL AVE,8528.0,N,N,,40.3875,-74.615281,08/30/90
NJD053280160,GARDEN STATE CLEANERS CO.,MINOTOLA,ATLANTIC,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200362.0,"SUMMER ROAD, P.O. BOX 183",8341.0,N,N,,39.519031,-74.94945,03/31/89
NJD053292652,BRIDGEPORT RENTAL & OIL SERVICES,BRIDGEPORT,GLOUCESTER,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200364.0,CEDAR SWAMP RD,8014.0,N,N,,39.801669,-75.321661,09/08/83
NJD054981337,"WALDICK AEROSPACE DEVICES, INC.",WALL TOWNSHIP,MONMOUTH,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200375.0,2121 ROUTE 35,7719.0,N,N,,40.143,-74.0613,06/10/86
NJD057143984,"CURTIS SPECIALTY PAPERS, INC",MILFORD,HUNTERDON,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,203733.0,404 FRENCHTOWN ROAD,8848.0,N,N,,40.561758,-75.089842,09/23/09
NJD061843249,NL INDUSTRIES,PEDRICKTOWN (OLDMANS TOWN,SALEM,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200390.0,PENNS GROVE-PEDRICKTOWN ROAD,8067.0,N,N,,39.758061,-75.424719,09/08/83
NJD063157150,BOG CREEK FARM,HOWELL TOWNSHIP,MONMOUTH,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200397.0,SQUANRUM RD. (MONMOUTH CO. RT. 547),7727.0,N,N,,40.150831,-74.161111,09/08/83
NJD063160667,GLOBAL SANITARY LANDFILL,OLD BRIDGE TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200398.0,ERNSTON ROAD,8857.0,N,N,,40.446389,-74.286111,03/31/89
NJD064263817,SYNCON RESINS,SOUTH KEARNY,HUDSON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200401.0,77 JACOBUS AVE,7032.0,N,N,,40.737781,-74.114719,09/08/83
NJD070281175,PRICE LANDFILL,PLEASANTVILLE,ATLANTIC,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200427.0,MILL ROAD,8232.0,N,N,,39.415281,-74.52695,09/08/83
NJD070415005,"RENORA, INC.",EDISON TOWNSHIP,MIDDLESEX,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200429.0,83 SOUTH MAIN ST,8837.0,N,N,,40.519628,-74.358889,03/20/00
NJD070565403,SCIENTIFIC CHEMICAL PROCESSING,CARLSTADT,BERGEN,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200431.0,216 PATERSON PLANK RD,7072.0,N,N,,40.82454,-74.074329,09/08/83
NJD073732257,ROEBLING STEEL CO.,FLORENCE,BURLINGTON,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200439.0,2ND AVENUE,8554.0,N,N,,40.120831,-74.770839,09/08/83
NJD078251675,BROOK INDUSTRIAL PARK,BOUND BROOK,SOMERSET,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200450.0,100 WEST MAIN STREET,8805.0,N,N,,40.560139,-74.536111,10/04/89
NJD079303020,LCP CHEMICALS INC.,LINDEN,UNION,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200455.0,FOOT OF SOUTH WOOD AVENUE,7036.0,N,N,,40.6075,-74.210278,07/28/98
NJD085632164,M&T DELISA LANDFILL,ASBURY PARK,MONMOUTH,NJ,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200474.0,RTS 35 & 66,7755.0,N,N,,40.229169,-74.045281,03/21/91
NJD092226000,DIAMOND HEAD OIL REFINERY DIV.,HARRISON,HUDSON,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200484.0,1401 HARRISON TURNPIKE,7032.0,N,N,,40.747222,-74.132194,09/05/02
NJD094966611,COMBE FILL SOUTH LANDFILL,CHESTER TOWNSHIP,MORRIS,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,200489.0,PARKER ROAD- BOX 418,7930.0,N,N,,40.771669,-74.738331,09/08/83
NJD097400998,JIS LANDFILL,SOUTH BRUNSWICK,MIDDLESEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200499.0,901-999 CRANBURY SOUTH RIVER ROAD RTE 535,8831.0,N,N,,40.365831,-74.465281,09/08/83
NJD980417976,SHERWIN-WILLIAMS/HILLIARDS CREEK,GIBBSBORO,CAMDEN,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200516.0,FOSTER AVENUE AND GIBBSBORO ROAD,8026.0,N,N,,39.835526,-74.964977,03/19/08
NJD980484653,CHEMICAL INSECTICIDE CORP.,EDISON TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200517.0,30 WHITMAN AV,8817.0,N,N,,40.5274,-74.368,08/30/90
NJD980504997,BURNT FLY BOG,MARLBORO TOWNSHIP,MONMOUTH,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200528.0,TYLERS LANE,7746.0,N,N,,40.375,-74.279169,09/08/83
NJD980505176,BRICK TOWNSHIP LANDFILL,BRICK TOWNSHIP,OCEAN,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200540.0,SALLY IKE ROAD,8723.0,N,N,,40.1098,-74.1311,09/08/83
NJD980505192,ROLLING KNOLLS LF,GREEN VILLAGE,MORRIS,NJ,Final NPL,No ,No ,No ,No,Insufficient Data,2.0,200542.0,35 BRITTEN RD,7935.0,N,N,,40.729528,-74.447861,09/29/03
NJD980505283,JACKSON TOWNSHIP LANDFILL,JACKSON TOWNSHIP,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200549.0,LAKEHURST AVENUE,8527.0,N,N,,40.063331,-74.348611,09/13/95
NJD980505341,KING OF PRUSSIA,WINSLOW TOWNSHIP,CAMDEN,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200551.0,PINEY HOLLOW ROAD,8095.0,N,N,,39.62695,-74.889439,09/08/83
NJD980505366,HELEN KRAMER LANDFILL,MANTUA TOWNSHIP,GLOUCESTER,NJ,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,2.0,200552.0,392 Boody Mill Road,8579.0,N,N,,39.7801,-75.2003,09/08/83
NJD980505382,LANG PROPERTY,PEMBERTON TOWNSHIP,BURLINGTON,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200554.0,WHITESBOG-PASADENA ROAD,8015.0,N,N,,39.929161,-74.49445,09/08/83
NJD980505416,LIPARI LANDFILL,MANTUA TOWNSHIP,GLOUCESTER,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200557.0,RT 322,8071.0,N,N,,39.720281,-75.141939,08/16/24
NJD980505424,LONE PINE LANDFILL,FREEHOLD TOWNSHIP,MONMOUTH,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200558.0,BURKE ROAD,7728.0,N,N,,40.202781,-74.333339,09/08/83
NJD980505648,PJP LANDFILL,JERSEY CITY,HUDSON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200569.0,400 SIP AVE,7306.0,N,N,,40.734719,-74.085561,09/08/83
NJD980505671,MONROE TOWNSHIP LANDFILL,MONROE TOWNSHIP,MIDDLESEX,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200570.0,MATCHAPONIX AVE. BLOCK 148 LOT B7,8831.0,N,N,,40.361669,-74.401389,02/03/94
NJD980505754,SAYREVILLE LANDFILL,SAYREVILLE,MIDDLESEX,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200572.0,JERNEES MILL RD,8872.0,N,N,,40.445561,-74.358331,09/29/11
NJD980505762,SHARKEY LANDFILL,"PARSIPPANY, TROY HLS",MORRIS,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200573.0,EDWARDS & SHARKEY ROAD,7054.0,N,N,,40.8501,-74.3454,09/08/83
NJD980505879,WOODLAND ROUTE 72 DUMP,WOODLAND TOWNSHIP,BURLINGTON,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200581.0,"RTE 72, ON SOOEY ROAD",8019.0,N,N,,39.821669,-74.447781,09/21/84
NJD980505887,WOODLAND ROUTE 532 DUMP,WOODLAND TOWNSHIP,BURLINGTON,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200582.0,ROUTE 532,8019.0,N,N,,39.829169,-74.492231,09/21/84
NJD980528889,"CHEMSOL, INC.",PISCATAWAY,MIDDLESEX,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200607.0,FLEMING ST,8854.0,N,N,,40.5625,-74.443339,09/08/83
NJD980528996,DIAMOND ALKALI CO.,NEWARK,ESSEX,NJ,Final NPL,No ,No ,No ,No,Yes,2.0,200613.0,80 LISTER AVE,7105.0,N,N,,40.739719,-74.136111,09/21/84
NJD980529002,DELILAH ROAD,EGG HARBOR TOWNSHIP,ATLANTIC,NJ,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200614.0,DELILAH & MILL ROADS,8221.0,N,N,,39.416669,-74.545831,10/13/09
NJD980529085,ELLIS PROPERTY,EVESHAM TOWNSHIP,BURLINGTON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200620.0,SHARP ROAD,8053.0,N,N,,39.905,-74.864719,09/08/83
NJD980529143,"FLORENCE LAND RECONTOURING, INC., LANDFILL",FLORENCE TOWNSHIP,BURLINGTON,NJ,Deleted NPL,No ,Yes,Yes,Yes,No,2.0,200625.0,CEDAR LANE EXT,8518.0,N,N,,40.069439,-74.773611,05/13/04
NJD980529192,GEMS LANDFILL,GLOUCESTER TOWNSHIP,CAMDEN,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200627.0,ERIAL & HICKSTOWN ROADS,8012.0,N,N,,39.77945,-75.018889,09/08/83
NJD980529408,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",WALL TOWNSHIP,MONMOUTH,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200638.0,AIRPORT ROAD,7727.0,N,N,,40.185281,-74.119719,06/10/86
NJD980529416,D'IMPERIO PROPERTY,HAMILTON TOWNSHIP,ATLANTIC,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200639.0,RTE 322,8330.0,N,N,,39.454439,-74.658889,09/08/83
NJD980529598,PEPE FIELD,BOONTON,MORRIS,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200653.0,WOOTTON & HILLSIDE,7005.0,N,N,,40.912219,-74.411939,07/11/03
NJD980529713,REICH FARMS,PLEASANT PLAINS,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200662.0,LAKEWOOD RD,8753.0,N,N,,40.0106,-74.2149,09/14/21
NJD980529739,RINGWOOD MINES/LANDFILL,RINGWOOD BOROUGH,PASSAIC,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200663.0,PETERS MINE ROAD,7456.0,N,Y,Ramapough Lenape Nation (Current),41.136669,-74.2725,09/08/83
NJD980529762,MAYWOOD CHEMICAL CO.,MAYWOOD/ROCHELLE PARK,BERGEN,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,200665.0,RTE 17 & GROVE ST,7607.0,N,N,,40.8964,-74.0693,09/08/83
NJD980529838,KRYSOWATY FARM,HILLSBOROUGH TOWNSHIP,SOMERSET,NJ,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200670.0,HACKENBERRY & 3 BRIDGES,8853.0,N,N,,40.500281,-74.78,02/22/89
NJD980529879,VENTRON/VELSICOL,WOOD RIDGE BOROUGH,BERGEN,NJ,Final NPL,No ,No ,No ,No,Yes,2.0,200674.0,ETHYL BOULEVARD,7075.0,N,N,,40.84,-74.079439,09/21/84
NJD980529887,VINELAND STATE SCHOOL,VINELAND,CUMBERLAND,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200675.0,EAST LANDIS AVE,8360.0,N,N,,39.486111,-74.991669,05/07/98
NJD980529945,WILLIAMS PROPERTY,SWAINTON MIDDLE,CAPE MAY,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200678.0,"RR 1, SIEGTOWN ROAD",8210.0,N,N,,39.1173,-74.8004,09/08/83
NJD980530109,GOOSE FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200681.0,RT. 539 BETWEEN RTS 537 & 528,8533.0,N,N,,40.09555,-74.4975,09/08/83
NJD980530596,COMBE FILL NORTH LANDFILL,MOUNT OLIVE TOWNSHIP,MORRIS,NJ,Deleted NPL,No ,Yes,No ,Insufficient Data,Not a Groundwater Site,2.0,200719.0,GOLDMINE ROAD,7828.0,N,N,,40.881939,-74.713331,06/02/04
NJD980530679,SOUTH BRUNSWICK LANDFILL,SOUTH BRUNSWICK,MIDDLESEX,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200724.0,NEW ROAD,8852.0,N,N,,40.402781,-74.56805,02/27/98
NJD980532808,PIJAK FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200738.0,FISCHER ROAD,8533.0,N,N,,40.07555,-74.499439,03/03/97
NJD980532816,SPENCE FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200739.0,ROUTE 528 & MOOREHOUSE ROAD,8533.0,N,N,,40.0789,-74.5061,03/03/97
NJD980532824,WILSON FARM,PLUMSTEAD TOWNSHIP,[Blank County],NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200740.0,HAWKINS ROAD,8533.0,N,N,,40.072219,-74.445269,09/08/09
NJD980532832,FRIEDMAN PROPERTY,UPPER FREEHOLD TWP,MONMOUTH,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200741.0,INTERSECTION OF RTS 537 & 539,8514.0,N,N,,40.1048,-74.5077,03/07/86
NJD980532840,HOPKINS FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200742.0,ROUTE 539,8533.0,N,N,,40.088889,-74.4875,08/27/02
NJD980654099,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",MORGANVILLE,MONMOUTH,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200764.0,ORCHARD RD,7751.0,N,N,,40.383889,-74.245831,09/08/83
NJD980654107,FAIR LAWN WELL FIELD,FAIR LAWN,BERGEN,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,200765.0,IND PARK/HENDERSON BLVD 11 ST,7410.0,N,N,,40.9375,-74.131939,09/08/83
NJD980654115,ROCKAWAY BOROUGH WELL FIELD,ROCKAWAY TOWNSHIP,MORRIS,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,200766.0,"JACKSON,UNION & GARDEN STS",7866.0,N,N,,40.905831,-74.515561,09/08/83
NJD980654123,BEACHWOOD/BERKELEY WELLS,BERKELEY TOWNSHIP,OCEAN,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,200767.0,ATLANTIC CITY BLVD,8722.0,N,N,,39.924719,-74.196661,01/06/92
NJD980654131,DOVER MUNICIPAL WELL 4,DOVER,MORRIS,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200768.0,272 ROUTE46,7801.0,N,N,,40.8858,-74.5423,09/08/83
NJD980654149,ASBESTOS DUMP,MILLINGTON,MORRIS,NJ,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,200769.0,TIFA SQUARE,7946.0,N,N,,40.6725,-74.525561,07/12/10
NJD980654156,ROCKY HILL MUNICIPAL WELL,ROCKY HILL BOROUGH,SOMERSET,NJ,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,200770.0,WASHINGTON STREET,8553.0,N,N,,40.401669,-74.6475,09/08/83
